#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
b_abahan;Abahan;Abahan;Abahan;;Abahan;;;;;;;;;x
b_konuculha_2;Konuculha;Konuculha;Konuculha;;Konuculha;;;;;;;;;x
b_konuculha_2_adj;Konuculhan;;konuculher;;;;;;;;;;;x
b_konuculha_3;Konuculha;Konuculha;Konuculha;;Konuculha;;;;;;;;;x
b_konuculha_3_adj;Konuculhan;;konuculher;;;;;;;;;;;x
b_konuculha_4;Konuculha;Konuculha;Konuculha;;Konuculha;;;;;;;;;x
b_konuculha_4_adj;Konuculhan;;konuculher;;;;;;;;;;;x
b_kostikya;Kostikya;Kostikya;Kostikya;;Kostikya;;;;;;;;;x
b_kostikya_adj;Kostikyan;;kostiker;;;;;;;;;;;x
b_kostoy;Kostoy;Kostoy;Kostoy;;Kostoy;;;;;;;;;x
b_kostoy_adj;Kostoian;;kostoer;;;;;;;;;;;x
b_kouriraki;Kouriraki;Kouriraki;Kouriraki;;Kouriraki;;;;;;;;;x
b_kouriraki_adj;Kourirakian;;kouriraker;;;;;;;;;;;x
b_kubluk;Kubluk;Kubluk;Kubluk;;Kubluk;;;;;;;;;x
b_kubluk_adj;Kublukian;;kubluker;;;;;;;;;;;x
b_kydarina;Kydarina;Kydarina;Kydarina;;Kydarina;;;;;;;;;x
b_kydarina_adj;Kydarinan;;kydariner;;;;;;;;;;;x
b_kydarina_2;Kydarina;Kydarina;Kydarina;;Kydarina;;;;;;;;;x
b_kydarina_2_adj;Kydarinan;;kydariner;;;;;;;;;;;x
b_kydarina_3;Kydarina;Kydarina;Kydarina;;Kydarina;;;;;;;;;x
b_kydarina_3_adj;Kydarinan;;kydariner;;;;;;;;;;;x
b_kydarina_4;Kydarina;Kydarina;Kydarina;;Kydarina;;;;;;;;;x
b_kydarina_4_adj;Kydarinan;;kydariner;;;;;;;;;;;x
b_lamesia;Lamesia;Lamesia;Lamesia;;Lamesia;;;;;;;;;x
b_lamesia_adj;Lamesian;;lameser;;;;;;;;;;;x
b_lampsetros;Lampsetros;Lampsetros;Lampsetros;;Lampsetros;;;;;;;;;x
b_lampsetros_adj;Lampsetrosian;;lampsetroser;;;;;;;;;;;x
b_lampsetros_2;Lampsetros;Lampsetros;Lampsetros;;Lampsetros;;;;;;;;;x
b_lampsetros_2_adj;Lampsetrosian;;lampsetroser;;;;;;;;;;;x
b_lampsetros_3;Lampsetros;Lampsetros;Lampsetros;;Lampsetros;;;;;;;;;x
b_lampsetros_3_adj;Lampsetrosian;;lampsetroser;;;;;;;;;;;x
b_lampsetros_4;Lampsetros;Lampsetros;Lampsetros;;Lampsetros;;;;;;;;;x
b_lampsetros_4_adj;Lampsetrosian;;lampsetroser;;;;;;;;;;;x
b_lampsokampos;Lampsokampos;Lampsokampos;Lampsokampos;;Lampsokampos;;;;;;;;;x
b_lampsokampos_adj;Lampsokamposian;;lampsokamposer;;;;;;;;;;;x
b_lapauros;Lapauros;Lapauros;Lapauros;;Lapauros;;;;;;;;;x
b_lapauros_adj;Lapaurosian;;lapauroser;;;;;;;;;;;x
b_lapelea;Lapelea;Lapelea;Lapelea;;Lapelea;;;;;;;;;x
b_lapelea_adj;Lapelean;;lapeler;;;;;;;;;;;x
b_latias;Latias;Latias;Latias;;Latias;;;;;;;;;x
b_latias_adj;Latiasian;;latiaser;;;;;;;;;;;x
b_lavargan;Lavargan;Lavargan;Lavargan;;Lavargan;;;;;;;;;x
b_lavargan_adj;Lavarganian;;lavarganer;;;;;;;;;;;x
b_lavargan_2;Lavargan;Lavargan;Lavargan;;Lavargan;;;;;;;;;x
b_lavargan_2_adj;Lavarganian;;lavarganer;;;;;;;;;;;x
b_lavargan_3;Lavargan;Lavargan;Lavargan;;Lavargan;;;;;;;;;x
b_lavargan_3_adj;Lavarganian;;lavarganer;;;;;;;;;;;x
b_lavargan_4;Lavargan;Lavargan;Lavargan;;Lavargan;;;;;;;;;x
b_lavargan_4_adj;Lavarganian;;lavarganer;;;;;;;;;;;x
b_lebezan;Lebezan;Lebezan;Lebezan;;Lebezan;;;;;;;;;x
b_lebezan_adj;Lebezanian;;lebezaner;;;;;;;;;;;x
b_lebidon;Lebidon;Lebidon;Lebidon;;Lebidon;;;;;;;;;x
b_lebidon_adj;Lebidonian;;lebidoner;;;;;;;;;;;x
b_lenduo;Lenduo;Lenduo;Lenduo;;Lenduo;;;;;;;;;x
b_lenduo_adj;Lendian;;lender;;;;;;;;;;;x
b_lenduo_2;Lenduo;Lenduo;Lenduo;;Lenduo;;;;;;;;;x
b_lenduo_2_adj;Lendian;;lender;;;;;;;;;;;x
b_lenduo_3;Lenduo;Lenduo;Lenduo;;Lenduo;;;;;;;;;x
b_lenduo_3_adj;Lendian;;lender;;;;;;;;;;;x
b_lenduo_4;Lenduo;Lenduo;Lenduo;;Lenduo;;;;;;;;;x
b_lenduo_4_adj;Lendian;;lender;;;;;;;;;;;x
b_lenduo_5;Lenduo;Lenduo;Lenduo;;Lenduo;;;;;;;;;x
b_lenduo_5_adj;Lendian;;lender;;;;;;;;;;;x
b_leva;Leva;Leva;Leva;;Leva;;;;;;;;;x
b_leva_adj;Levan;;lever;;;;;;;;;;;x
b_levianno;Levianno;Levianno;Levianno;;Levianno;;;;;;;;;x
b_levianno_adj;Leviannian;;levianner;;;;;;;;;;;x
b_levianno_2;Levianno;Levianno;Levianno;;Levianno;;;;;;;;;x
b_levianno_2_adj;Leviannian;;levianner;;;;;;;;;;;x
b_levianno_3;Levianno;Levianno;Levianno;;Levianno;;;;;;;;;x
b_levianno_3_adj;Leviannian;;levianner;;;;;;;;;;;x
b_levianno_4;Levianno;Levianno;Levianno;;Levianno;;;;;;;;;x
b_levianno_4_adj;Leviannian;;levianner;;;;;;;;;;;x
b_levianno_5;Levianno;Levianno;Levianno;;Levianno;;;;;;;;;x
b_levianno_5_adj;Leviannian;;levianner;;;;;;;;;;;x
b_leyre;Leyre;Leyre;Leyre;;Leyre;;;;;;;;;x
b_leyre_adj;Leyrean;;leyrer;;;;;;;;;;;x
b_lizan;Lizan;Lizan;Lizan;;Lizan;;;;;;;;;x
b_lizan_adj;Lizanian;;lizaner;;;;;;;;;;;x
b_ljubo;Ljubo;Ljubo;Ljubo;;Ljubo;;;;;;;;;x
b_ljubo_adj;Ljubian;;ljuber;;;;;;;;;;;x
b_lourola;Lourola;Lourola;Lourola;;Lourola;;;;;;;;;x
b_lourola_adj;Lourolan;;louroler;;;;;;;;;;;x
b_lourola_2;Lourola;Lourola;Lourola;;Lourola;;;;;;;;;x
b_lourola_2_adj;Lourolan;;louroler;;;;;;;;;;;x
b_lourola_3;Lourola;Lourola;Lourola;;Lourola;;;;;;;;;x
b_lourola_3_adj;Lourolan;;louroler;;;;;;;;;;;x
b_lourola_4;Lourola;Lourola;Lourola;;Lourola;;;;;;;;;x
b_lourola_4_adj;Lourolan;;louroler;;;;;;;;;;;x
b_lourola_5;Lourola;Lourola;Lourola;;Lourola;;;;;;;;;x
b_lourola_5_adj;Lourolan;;louroler;;;;;;;;;;;x
b_lourorres;Lourorres;Lourorres;Lourorres;;Lourorres;;;;;;;;;x
b_lourorres_adj;Lourorresian;;lourorreser;;;;;;;;;;;x
b_lourta;Lourta;Lourta;Lourta;;Lourta;;;;;;;;;x
b_lourta_adj;Lourtan;;lourter;;;;;;;;;;;x
b_loussa;Loussa;Loussa;Loussa;;Loussa;;;;;;;;;x
b_loussa_adj;Loussan;;lousser;;;;;;;;;;;x
b_lsomnos;Lsomnos;Lsomnos;Lsomnos;;Lsomnos;;;;;;;;;x
b_lsomnos_adj;Lsomnosian;;lsomnoser;;;;;;;;;;;x
b_lunaraks;Lunaraks;Lunaraks;Lunaraks;;Lunaraks;;;;;;;;;x
b_lunaraks_adj;Lunaraksian;;lunarakser;;;;;;;;;;;x
b_lunaraks_2;Lunaraks;Lunaraks;Lunaraks;;Lunaraks;;;;;;;;;x
b_lunaraks_2_adj;Lunaraksian;;lunarakser;;;;;;;;;;;x
b_lunaraks_3;Lunaraks;Lunaraks;Lunaraks;;Lunaraks;;;;;;;;;x
b_lunaraks_3_adj;Lunaraksian;;lunarakser;;;;;;;;;;;x
b_lymai;Lymai;Lymai;Lymai;;Lymai;;;;;;;;;x
b_lymai_adj;Lymian;;lymer;;;;;;;;;;;x
b_macedora;Macedora;Macedora;Macedora;;Macedora;;;;;;;;;x
b_macedora_adj;Macedoran;;macedorer;;;;;;;;;;;x
b_madolis;Madolis;Madolis;Madolis;;Madolis;;;;;;;;;x
b_madolis_adj;Madolisian;;madoliser;;;;;;;;;;;x
b_mahset;Mahset;Mahset;Mahset;;Mahset;;;;;;;;;x
b_mahset_adj;Mahsetian;;mahseter;;;;;;;;;;;x
b_mahset_2;Mahset;Mahset;Mahset;;Mahset;;;;;;;;;x
b_mahset_2_adj;Mahsetian;;mahseter;;;;;;;;;;;x
b_mahset_3;Mahset;Mahset;Mahset;;Mahset;;;;;;;;;x
b_mahset_3_adj;Mahsetian;;mahseter;;;;;;;;;;;x
b_majnica;Majnica;Majnica;Majnica;;Majnica;;;;;;;;;x
b_majnica_adj;Majnican;;majnicer;;;;;;;;;;;x
b_malacia;Malacia;Malacia;Malacia;;Malacia;;;;;;;;;x
b_malacia_adj;Malacian;;malacer;;;;;;;;;;;x
b_mallanzala;Mallanzala;Mallanzala;Mallanzala;;Mallanzala;;;;;;;;;x
b_mallanzala_adj;Mallanzalan;;mallanzaler;;;;;;;;;;;x
b_malquanar;Malquanar;Malquanar;Malquanar;;Malquanar;;;;;;;;;x
b_malquanar_adj;Malquanarian;;malquanarer;;;;;;;;;;;x
b_maramori;Maramori;Maramori;Maramori;;Maramori;;;;;;;;;x
b_maramori_adj;Maramorian;;maramorer;;;;;;;;;;;x
b_maramori_2;Maramori;Maramori;Maramori;;Maramori;;;;;;;;;x
b_maramori_2_adj;Maramorian;;maramorer;;;;;;;;;;;x
b_maramori_3;Maramori;Maramori;Maramori;;Maramori;;;;;;;;;x
b_maramori_3_adj;Maramorian;;maramorer;;;;;;;;;;;x
b_maramori_4;Maramori;Maramori;Maramori;;Maramori;;;;;;;;;x
b_maramori_4_adj;Maramorian;;maramorer;;;;;;;;;;;x
b_maramori_5;Maramori;Maramori;Maramori;;Maramori;;;;;;;;;x
b_maramori_5_adj;Maramorian;;maramorer;;;;;;;;;;;x
b_maramori_6;Maramori;Maramori;Maramori;;Maramori;;;;;;;;;x
b_maramori_6_adj;Maramorian;;maramorer;;;;;;;;;;;x
b_maras;Maras;Maras;Maras;;Maras;;;;;;;;;x
b_maras_adj;Marasian;;maraser;;;;;;;;;;;x
b_marasa;Marasa;Marasa;Marasa;;Marasa;;;;;;;;;x
b_marasa_adj;Marasan;;maraser;;;;;;;;;;;x
b_marathos;Marathos;Marathos;Marathos;;Marathos;;;;;;;;;x
b_marathos_adj;Marathosian;;marathoser;;;;;;;;;;;x
b_mardir;Mardir;Mardir;Mardir;;Mardir;;;;;;;;;x
b_mardir_adj;Mardirian;;mardirer;;;;;;;;;;;x
b_marira;Marira;Marira;Marira;;Marira;;;;;;;;;x
b_marira_adj;Mariran;;marirer;;;;;;;;;;;x
b_marut;Marut;Marut;Marut;;Marut;;;;;;;;;x
b_marut_adj;Marutian;;maruter;;;;;;;;;;;x
b_medagana;Medagana;Medagana;Medagana;;Medagana;;;;;;;;;x
b_medagana_adj;Medaganan;;medaganer;;;;;;;;;;;x
b_melanderios;Melanderios;Melanderios;Melanderios;;Melanderios;;;;;;;;;x
b_melanderios_adj;Melanderiosian;;melanderioser;;;;;;;;;;;x
b_melanderios_2;Melanderios;Melanderios;Melanderios;;Melanderios;;;;;;;;;x
b_melanderios_2_adj;Melanderiosian;;melanderioser;;;;;;;;;;;x
b_melmet;Melmet;Melmet;Melmet;;Melmet;;;;;;;;;x
b_melmet_adj;Melmetian;;melmeter;;;;;;;;;;;x
b_meria;Meria;Meria;Meria;;Meria;;;;;;;;;x
b_meria_adj;Merian;;merer;;;;;;;;;;;x
b_messambria;Messambria;Messambria;Messambria;;Messambria;;;;;;;;;x
b_messambria_adj;Messambrian;;messambrer;;;;;;;;;;;x
b_messambria_2;Messambria;Messambria;Messambria;;Messambria;;;;;;;;;x
b_messambria_2_adj;Messambrian;;messambrer;;;;;;;;;;;x
b_messambria_3;Messambria;Messambria;Messambria;;Messambria;;;;;;;;;x
b_messambria_3_adj;Messambrian;;messambrer;;;;;;;;;;;x
b_messambria_4;Messambria;Messambria;Messambria;;Messambria;;;;;;;;;x
b_messambria_4_adj;Messambrian;;messambrer;;;;;;;;;;;x
b_messambria_5;Messambria;Messambria;Messambria;;Messambria;;;;;;;;;x
b_messambria_5_adj;Messambrian;;messambrer;;;;;;;;;;;x
b_mesznik;Mesznik;Mesznik;Mesznik;;Mesznik;;;;;;;;;x
b_mesznik_adj;Mesznikian;;meszniker;;;;;;;;;;;x
b_metel;Metel;Metel;Metel;;Metel;;;;;;;;;x
b_metel_adj;Metelian;;meteler;;;;;;;;;;;x
b_mihaihoi;Mihaihoi;Mihaihoi;Mihaihoi;;Mihaihoi;;;;;;;;;x
b_mihaihoi_adj;Mihaihian;;mihaiher;;;;;;;;;;;x
b_milesia;Milesia;Milesia;Milesia;;Milesia;;;;;;;;;x
b_milesia_adj;Milesian;;mileser;;;;;;;;;;;x
b_mipovo;Mipovo;Mipovo;Mipovo;;Mipovo;;;;;;;;;x
b_mipovo_adj;Mipovian;;mipover;;;;;;;;;;;x
b_moncadica;Moncadica;Moncadica;Moncadica;;Moncadica;;;;;;;;;x
b_moncadica_adj;Moncadican;;moncadicer;;;;;;;;;;;x
b_moncafati;Moncafati;Moncafati;Moncafati;;Moncafati;;;;;;;;;x
b_moncafati_adj;Moncafatian;;moncafater;;;;;;;;;;;x
b_moncafati_2;Moncafati;Moncafati;Moncafati;;Moncafati;;;;;;;;;x
b_moncafati_2_adj;Moncafatian;;moncafater;;;;;;;;;;;x
b_moncafati_3;Moncafati;Moncafati;Moncafati;;Moncafati;;;;;;;;;x
b_moncafati_3_adj;Moncafatian;;moncafater;;;;;;;;;;;x
b_monia;Monia;Monia;Monia;;Monia;;;;;;;;;x
b_monia_adj;Monian;;moner;;;;;;;;;;;x
b_mosheddin;Mosheddin;Mosheddin;Mosheddin;;Mosheddin;;;;;;;;;x
b_mosheddin_adj;Mosheddinian;;mosheddiner;;;;;;;;;;;x
b_moslal;Moslal;Moslal;Moslal;;Moslal;;;;;;;;;x
b_moslal_adj;Moslalian;;moslaler;;;;;;;;;;;x
b_moslal_2;Moslal;Moslal;Moslal;;Moslal;;;;;;;;;x
b_moslal_2_adj;Moslalian;;moslaler;;;;;;;;;;;x
b_moslal_3;Moslal;Moslal;Moslal;;Moslal;;;;;;;;;x
b_moslal_3_adj;Moslalian;;moslaler;;;;;;;;;;;x
b_moslal_4;Moslal;Moslal;Moslal;;Moslal;;;;;;;;;x
b_moslal_4_adj;Moslalian;;moslaler;;;;;;;;;;;x
b_mozia;Mozia;Mozia;Mozia;;Mozia;;;;;;;;;x
b_mozia_adj;Mozian;;mozer;;;;;;;;;;;x
b_mozia_2;Mozia;Mozia;Mozia;;Mozia;;;;;;;;;x
b_mozia_2_adj;Mozian;;mozer;;;;;;;;;;;x
b_mozia_3;Mozia;Mozia;Mozia;;Mozia;;;;;;;;;x
b_mozia_3_adj;Mozian;;mozer;;;;;;;;;;;x
b_mozia_4;Mozia;Mozia;Mozia;;Mozia;;;;;;;;;x
b_mozia_4_adj;Mozian;;mozer;;;;;;;;;;;x
b_mozia_5;Mozia;Mozia;Mozia;;Mozia;;;;;;;;;x
b_mozia_5_adj;Mozian;;mozer;;;;;;;;;;;x
b_mozia_6;Mozia;Mozia;Mozia;;Mozia;;;;;;;;;x
b_mozia_6_adj;Mozian;;mozer;;;;;;;;;;;x
b_mozia_7;Mozia;Mozia;Mozia;;Mozia;;;;;;;;;x
b_mozia_7_adj;Mozian;;mozer;;;;;;;;;;;x
b_muratin;Muratin;Muratin;Muratin;;Muratin;;;;;;;;;x
b_muratin_adj;Muratinian;;muratiner;;;;;;;;;;;x
b_nakleonica;Nakleonica;Nakleonica;Nakleonica;;Nakleonica;;;;;;;;;x
b_nakleonica_adj;Nakleonican;;nakleonicer;;;;;;;;;;;x
b_nakleonica_2;Nakleonica;Nakleonica;Nakleonica;;Nakleonica;;;;;;;;;x
b_nakleonica_2_adj;Nakleonican;;nakleonicer;;;;;;;;;;;x
b_nakleonica_3;Nakleonica;Nakleonica;Nakleonica;;Nakleonica;;;;;;;;;x
b_nakleonica_3_adj;Nakleonican;;nakleonicer;;;;;;;;;;;x
b_nakleonica_4;Nakleonica;Nakleonica;Nakleonica;;Nakleonica;;;;;;;;;x
b_nakleonica_4_adj;Nakleonican;;nakleonicer;;;;;;;;;;;x
b_nakleonica_5;Nakleonica;Nakleonica;Nakleonica;;Nakleonica;;;;;;;;;x
b_nakleonica_5_adj;Nakleonican;;nakleonicer;;;;;;;;;;;x
b_nakleonica_6;Nakleonica;Nakleonica;Nakleonica;;Nakleonica;;;;;;;;;x
b_nakleonica_6_adj;Nakleonican;;nakleonicer;;;;;;;;;;;x
b_nakleonica_7;Nakleonica;Nakleonica;Nakleonica;;Nakleonica;;;;;;;;;x
b_nakleonica_7_adj;Nakleonican;;nakleonicer;;;;;;;;;;;x
b_nalicia;Nalicia;Nalicia;Nalicia;;Nalicia;;;;;;;;;x
b_nalicia_adj;Nalician;;nalicer;;;;;;;;;;;x
b_nalin;Nalin;Nalin;Nalin;;Nalin;;;;;;;;;x
b_nalin_adj;Nalinian;;naliner;;;;;;;;;;;x
b_nalin_2;Nalin;Nalin;Nalin;;Nalin;;;;;;;;;x
b_nalin_2_adj;Nalinian;;naliner;;;;;;;;;;;x
b_nalin_3;Nalin;Nalin;Nalin;;Nalin;;;;;;;;;x
b_nalin_3_adj;Nalinian;;naliner;;;;;;;;;;;x
b_nalin_4;Nalin;Nalin;Nalin;;Nalin;;;;;;;;;x
b_nalin_4_adj;Nalinian;;naliner;;;;;;;;;;;x
b_nalin_5;Nalin;Nalin;Nalin;;Nalin;;;;;;;;;x
b_nalin_5_adj;Nalinian;;naliner;;;;;;;;;;;x
b_namoudoz;Namoudoz;Namoudoz;Namoudoz;;Namoudoz;;;;;;;;;x
b_namoudoz_adj;Namoudozian;;namoudozer;;;;;;;;;;;x
b_namoudoz_2;Namoudoz;Namoudoz;Namoudoz;;Namoudoz;;;;;;;;;x
b_namoudoz_2_adj;Namoudozian;;namoudozer;;;;;;;;;;;x
b_namoudoz_3;Namoudoz;Namoudoz;Namoudoz;;Namoudoz;;;;;;;;;x
b_namoudoz_3_adj;Namoudozian;;namoudozer;;;;;;;;;;;x
b_namoudoz_4;Namoudoz;Namoudoz;Namoudoz;;Namoudoz;;;;;;;;;x
b_namoudoz_4_adj;Namoudozian;;namoudozer;;;;;;;;;;;x
b_namoudoz_5;Namoudoz;Namoudoz;Namoudoz;;Namoudoz;;;;;;;;;x
b_namoudoz_5_adj;Namoudozian;;namoudozer;;;;;;;;;;;x
b_namoudoz_6;Namoudoz;Namoudoz;Namoudoz;;Namoudoz;;;;;;;;;x
b_namoudoz_6_adj;Namoudozian;;namoudozer;;;;;;;;;;;x
b_namran;Namran;Namran;Namran;;Namran;;;;;;;;;x
b_namran_adj;Namranian;;namraner;;;;;;;;;;;x
b_nanice;Nanice;Nanice;Nanice;;Nanice;;;;;;;;;x
b_nanice_adj;Nanicean;;nanicer;;;;;;;;;;;x
b_nanice_2;Nanice;Nanice;Nanice;;Nanice;;;;;;;;;x
b_nanice_2_adj;Nanicean;;nanicer;;;;;;;;;;;x
b_nanice_3;Nanice;Nanice;Nanice;;Nanice;;;;;;;;;x
b_nanice_3_adj;Nanicean;;nanicer;;;;;;;;;;;x
b_nanice_4;Nanice;Nanice;Nanice;;Nanice;;;;;;;;;x
b_nanice_4_adj;Nanicean;;nanicer;;;;;;;;;;;x
b_nanice_5;Nanice;Nanice;Nanice;;Nanice;;;;;;;;;x
b_nanice_5_adj;Nanicean;;nanicer;;;;;;;;;;;x
b_nanice_6;Nanice;Nanice;Nanice;;Nanice;;;;;;;;;x
b_nanice_6_adj;Nanicean;;nanicer;;;;;;;;;;;x
b_nanice_7;Nanice;Nanice;Nanice;;Nanice;;;;;;;;;x
b_nanice_7_adj;Nanicean;;nanicer;;;;;;;;;;;x
b_naogaon;Naogaon;Naogaon;Naogaon;;Naogaon;;;;;;;;;x
b_naogaon_adj;Naogaonian;;naogaoner;;;;;;;;;;;x
b_nashane;Nashane;Nashane;Nashane;;Nashane;;;;;;;;;x
b_nashane_adj;Nashanean;;nashaner;;;;;;;;;;;x
b_nasoria;Nasoria;Nasoria;Nasoria;;Nasoria;;;;;;;;;x
b_nasoria_adj;Nasorian;;nasorer;;;;;;;;;;;x
b_natania;Natania;Natania;Natania;;Natania;;;;;;;;;x
b_natania_adj;Natanian;;nataner;;;;;;;;;;;x
b_naucreucia;Naucreucia;Naucreucia;Naucreucia;;Naucreucia;;;;;;;;;x
b_naucreucia_adj;Naucreucian;;naucreucer;;;;;;;;;;;x
b_naucricapaeum;Naucricapaeum;Naucricapaeum;Naucricapaeum;;Naucricapaeum;;;;;;;;;x
b_naucricapaeum_adj;Naucricapaeumian;;naucricapaeumer;;;;;;;;;;;x
b_naucricapaeum_2;Naucricapaeum;Naucricapaeum;Naucricapaeum;;Naucricapaeum;;;;;;;;;x
b_naucricapaeum_2_adj;Naucricapaeumian;;naucricapaeumer;;;;;;;;;;;x
b_naucricapaeum_3;Naucricapaeum;Naucricapaeum;Naucricapaeum;;Naucricapaeum;;;;;;;;;x
b_naucricapaeum_3_adj;Naucricapaeumian;;naucricapaeumer;;;;;;;;;;;x
b_naucricapaeum_4;Naucricapaeum;Naucricapaeum;Naucricapaeum;;Naucricapaeum;;;;;;;;;x
b_naucricapaeum_4_adj;Naucricapaeumian;;naucricapaeumer;;;;;;;;;;;x
b_nealonghi;Nealonghi;Nealonghi;Nealonghi;;Nealonghi;;;;;;;;;x
b_nealonghi_adj;Nealonghian;;nealongher;;;;;;;;;;;x
b_nealonghi_2;Nealonghi;Nealonghi;Nealonghi;;Nealonghi;;;;;;;;;x
b_nealonghi_2_adj;Nealonghian;;nealongher;;;;;;;;;;;x
b_nealonghi_3;Nealonghi;Nealonghi;Nealonghi;;Nealonghi;;;;;;;;;x
b_nealonghi_3_adj;Nealonghian;;nealongher;;;;;;;;;;;x
b_nealonghi_4;Nealonghi;Nealonghi;Nealonghi;;Nealonghi;;;;;;;;;x
b_nealonghi_4_adj;Nealonghian;;nealongher;;;;;;;;;;;x
b_nebiollar;Nebiollar;Nebiollar;Nebiollar;;Nebiollar;;;;;;;;;x
b_nebiollar_adj;Nebiollarian;;nebiollarer;;;;;;;;;;;x
b_nelin;Nelin;Nelin;Nelin;;Nelin;;;;;;;;;x
b_nelin_adj;Nelinian;;neliner;;;;;;;;;;;x
b_nerata;Nerata;Nerata;Nerata;;Nerata;;;;;;;;;x
b_nerata_adj;Neratan;;nerater;;;;;;;;;;;x
b_nibel;Nibel;Nibel;Nibel;;Nibel;;;;;;;;;x
b_nibel_adj;Nibelian;;nibeler;;;;;;;;;;;x
b_nirastro;Nirastro;Nirastro;Nirastro;;Nirastro;;;;;;;;;x
b_nirastro_adj;Nirastrian;;nirastrer;;;;;;;;;;;x
b_nireucia;Nireucia;Nireucia;Nireucia;;Nireucia;;;;;;;;;x
b_nireucia_adj;Nireucian;;nireucer;;;;;;;;;;;x
b_nireucia_2;Nireucia;Nireucia;Nireucia;;Nireucia;;;;;;;;;x
b_nireucia_2_adj;Nireucian;;nireucer;;;;;;;;;;;x
b_nireucia_3;Nireucia;Nireucia;Nireucia;;Nireucia;;;;;;;;;x
b_nireucia_3_adj;Nireucian;;nireucer;;;;;;;;;;;x
b_nireucia_4;Nireucia;Nireucia;Nireucia;;Nireucia;;;;;;;;;x
b_nireucia_4_adj;Nireucian;;nireucer;;;;;;;;;;;x
b_nusattin;Nusattin;Nusattin;Nusattin;;Nusattin;;;;;;;;;x
b_nusattin_adj;Nusattinian;;nusattiner;;;;;;;;;;;x
b_nusattin_2;Nusattin;Nusattin;Nusattin;;Nusattin;;;;;;;;;x
b_nusattin_2_adj;Nusattinian;;nusattiner;;;;;;;;;;;x
b_nusattin_3;Nusattin;Nusattin;Nusattin;;Nusattin;;;;;;;;;x
b_nusattin_3_adj;Nusattinian;;nusattiner;;;;;;;;;;;x
b_nusattin_4;Nusattin;Nusattin;Nusattin;;Nusattin;;;;;;;;;x
b_nusattin_4_adj;Nusattinian;;nusattiner;;;;;;;;;;;x
b_nwotzkia;Nwotzkia;Nwotzkia;Nwotzkia;;Nwotzkia;;;;;;;;;x
b_nwotzkia_adj;Nwotzkian;;nwotzker;;;;;;;;;;;x
b_odithos;Odithos;Odithos;Odithos;;Odithos;;;;;;;;;x
b_odithos_adj;Odithosian;;odithoser;;;;;;;;;;;x
b_odithos_2;Odithos;Odithos;Odithos;;Odithos;;;;;;;;;x
b_odithos_2_adj;Odithosian;;odithoser;;;;;;;;;;;x
b_odithos_3;Odithos;Odithos;Odithos;;Odithos;;;;;;;;;x
b_odithos_3_adj;Odithosian;;odithoser;;;;;;;;;;;x
b_odithos_4;Odithos;Odithos;Odithos;;Odithos;;;;;;;;;x
b_odithos_4_adj;Odithosian;;odithoser;;;;;;;;;;;x
b_odorion;Odorion;Odorion;Odorion;;Odorion;;;;;;;;;x
b_odorion_adj;Odorionian;;odorioner;;;;;;;;;;;x
b_ohaneus;Ohaneus;Ohaneus;Ohaneus;;Ohaneus;;;;;;;;;x
b_ohaneus_adj;Ohaneusian;;ohaneuser;;;;;;;;;;;x
b_ojagh;Ojagh;Ojagh;Ojagh;;Ojagh;;;;;;;;;x
b_ojagh_adj;Ojaghian;;ojagher;;;;;;;;;;;x
b_olirea;Olirea;Olirea;Olirea;;Olirea;;;;;;;;;x
b_olirea_adj;Olirean;;olirer;;;;;;;;;;;x
b_olympena;Olympena;Olympena;Olympena;;Olympena;;;;;;;;;x
b_olympena_adj;Olympenan;;olympener;;;;;;;;;;;x
b_olympena_2;Olympena;Olympena;Olympena;;Olympena;;;;;;;;;x
b_olympena_2_adj;Olympenan;;olympener;;;;;;;;;;;x
b_olympena_3;Olympena;Olympena;Olympena;;Olympena;;;;;;;;;x
b_olympena_3_adj;Olympenan;;olympener;;;;;;;;;;;x
b_olythepios;Olythepios;Olythepios;Olythepios;;Olythepios;;;;;;;;;x
b_olythepios_adj;Olythepiosian;;olythepioser;;;;;;;;;;;x
b_olythepios_2;Olythepios;Olythepios;Olythepios;;Olythepios;;;;;;;;;x
b_olythepios_2_adj;Olythepiosian;;olythepioser;;;;;;;;;;;x
b_olythepios_3;Olythepios;Olythepios;Olythepios;;Olythepios;;;;;;;;;x
b_olythepios_3_adj;Olythepiosian;;olythepioser;;;;;;;;;;;x
b_olythepios_4;Olythepios;Olythepios;Olythepios;;Olythepios;;;;;;;;;x
b_olythepios_4_adj;Olythepiosian;;olythepioser;;;;;;;;;;;x
b_olythepios_5;Olythepios;Olythepios;Olythepios;;Olythepios;;;;;;;;;x
b_olythepios_5_adj;Olythepiosian;;olythepioser;;;;;;;;;;;x
b_omukapi;Omukapi;Omukapi;Omukapi;;Omukapi;;;;;;;;;x
b_omukapi_adj;Omukapian;;omukaper;;;;;;;;;;;x
b_omukapi_2;Omukapi;Omukapi;Omukapi;;Omukapi;;;;;;;;;x
b_omukapi_2_adj;Omukapian;;omukaper;;;;;;;;;;;x
b_omukapi_3;Omukapi;Omukapi;Omukapi;;Omukapi;;;;;;;;;x
b_omukapi_3_adj;Omukapian;;omukaper;;;;;;;;;;;x
